,Paddy,Wheat,Coarse cereals,Gram,Arhar,Other pulses,Groundnut,Rapeseed and mustard,Other oil seeds,kapas,"jute, hemp and mesta",Sugarcane,Coconut,Tobacco,Tea,Coffee,Rubber,Fruits,Vegetables,Other food crops,Milk,Wool,Egg and poultry,Other livestock products,Industry Wood,Firewood,Other forestry products,Inland Fish,Marine Fish,Coal and Lignite,Natural Gas,Crude petroleum,Iron ore,Manganese ore,Bauxite,Copper ore,Other Metallic minerals,Limestone,Mica,Other non metallic minerals,Processed poultry meat & poultry meat products,Processed other meat & meat products,Processed fish & fish products,Processed fruits & Processed Vegetables,Dairy products,Edible Oils and Fats,"Grain Mill products, starch and starch products",Sugar,Bread & Bakery products,Miscellaneous food products,Alcoholic beverages,Non alcoholic beverages,Tea processed,Coffee processed,Tobacco Products,Cotton Yarn and Cotton Textiles,Synthetic yarn and synthetic textiles,Wool yarn and woolen textiles,Silk yarn and silk textiles,Carpet weaving,Ready made garments,Misc. textile products,Leather footwear,Leather and leather products except footwear,Wood and wood products except furniture,"Paper, Paper products and newsprint","Publishing, printing and allied activities",Furniture & Fixtures,Rubber products,Plastic products,Petroleum products,Coal tar products,Inorganic chemicals,Organic chemicals,Fertilizers,Pesticides,"Paints, varnishes and lacquers",Drugs and medicine,"Soaps, cosmetics and glycerin","Synthetic fibres, resin",Other chemicals and chemical products,Cement,Non metallic mineral products,Iron and steel Ferro alloys,Iron and steel casting and forging,Iron and steel foundries,Non ferrous basic metals (including alloys),"Hand tools, hardware",Miscellaneous metal products,Tractors and other agricultural implements,Industrial machinery for food and textile industry,Industrial machinery (except food and textile),Machine tools,Other non electrical machinery,Electrical industrial machinery,"Electrical cables, wires",Batteries,Electrical appliances,Communication equipment,Other electrical machinery,Electronic equipment including T.V,"Medical precision, optical instrument",Watches and clocks,Ships and boats,Rail equipment,Motor vehicles,Motor cycles and scooters,"Bicycles, cycle-rickshaw",Aircrafts & Spacecrafts,Other transport equipment,Gems & jewellery,Miscellaneous manufacturing,Construction and construction services,Electricity,Gas,Water Supply,Trade,Repair & Maintenance of Motor Vehicle,Hotels & Restaurant,Railway Transport,Land transport,Air transport,Water Transport,Supportive and Auxiliary transport activities,Storage and warehousing,Communication services,Financial services,Insurance services,Ownership of dwellings,Real estate services,Renting of machinery & equipment,Research & Development Services,Legal services,Other Business services,Computer related services,Public administration and defence,Education services,Human health and social care services,"Community, social and personal services","Recreation, entertainment and radio & TV broadcasting and other services"
Miscellaneous manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3316592366871696,0.1278255448099871,0.2502519267070696,1.0262041222619591e-05,1.0454018001819e-05,0.04119140463075094,0.012311546338687914,0.01559261495270861,0.10031440944414784,0.08081348675408082,0.08083202691851796,0.07539229671897289,0.07704924007726792,0.006889299829580478,0.040252797964624526,0.021326165899996825,0.04637210832145598,0.04385813920210041,0.041891993613590535,0.04060513361213476,0.010915566518473991,0.0306460775107525,0.008104942323653674,0.0030716801249686967,0.0037685500106353037,0.004098702108077563,0.009597715420908865,0.014047428235308199,0.003950877572350164,0.004321602097233583,0.0453095621810368,0.04134733066387206,0.05330374589551949,0.06032913631063706,0.06084575072610178,0.05976103029523162,0.052585964071615324,0.04687254829160223,0.03243097628289004,0.05053325909110378,0.018974073194759994,0.1100984133014538,0.03519795525661746,0.01425649343036861,0.03710822703372464,0.03257247235662395,0.006170211778788715,0.012040454020817059,0.018234774665171778,0.01122208065968237,0.018785910085074773,0.018552393396213576,0.01594352919159488,0.024523734592004028,0.016178542648662444,0.031169496405987266,0.01409926065481776,0.038251225572148,0.037049308564040345,0.04748564446073255,0.04516921412346293,0.045702582809004334,0.10839529739954319,0.03271577025112527,0.05396771653494559,0.023814844323257162,0.02274589600492296,0.017986699218894005,0.02116068871346311,0.027467236903504128,0.021163027196584767,0.013040783322716073,0.011966601000049997,0.011548980402872668,0.01342406018621924,0.009676771891177834,0.005553303455309155,0.02402950481845876,0.011121854343603452,0.03366306505319958,0.03532936613383326,0.019443449374179068,0.031077505050201792,0.035236206831573996,0.03223883253247909,0.03522845412725708,0.016268229878244656,0.026957540865886524,0.003775403826475403,0.02168733620717946,0.005878780351467978,0.0006194902954348131,0.017012785345960745,0.01344948720230772,0.010155584611878172,0.016135976488646786,0.005605228229486148,0.020450664574487725,0.0015757197206291522,0.026967005076142133,0.02779167361458507,0.0026875558790452406,0.016713996048125963,0.050733266344115055,0.0,0.02286833975132133,0.00794536303240937,0.012183270311340425,0.010375982701108,0.001894353057731373,0.009569220221471362,0.0026898738491151443,0.0032472629427407937,1.7259556400634576e-05,0.004467300086552512,0.02337564033186039
Construction and construction services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015822525820725325,0.0004860796835453646,0.00031730748189159023,0.00025431948490657705,0.02054060154618814,0.00791660021168931,0.015498814879997729,0.009184526894244534,0.009356346111628003,0.025159388158269572,0.009337406384117994,0.012366492091807901,0.10753692827905321,0.08582132344508582,0.08584101250334569,0.0800641940085592,0.08182381455698509,0.5515065810943109,0.049070953946923256,0.13370271894619545,0.00970288345576143,0.009176861451167691,0.008765465847367983,0.00891770636621274,0.001459302935126072,0.00641237436093625,0.003648977158861146,0.010675576990769198,0.01309753755121597,0.009753309658435853,0.02009560466848771,0.02699313204007313,0.013731214185317331,0.015019661564843743,0.02993217835079237,0.029357280539069563,0.03866138248751159,0.042834672780912283,0.04320147745927516,0.04243130822502903,0.028997205560413526,0.033078471863744956,0.020874795210397264,0.03252666295455519,0.03391300976498208,0.02860516096703641,0.017118025923705402,0.019994528423809093,0.05141300376483297,0.04512877002663246,0.005753799328636417,0.009107759858650484,0.01941032432260018,0.01134994931838311,0.02002075532285828,0.01977188899323561,0.01699153756630466,0.01818845696813971,0.016970148501231127,0.02693491813705694,0.014426755242860481,0.04663089830709006,0.04516567807060594,0.01601458817160858,0.01530314919634587,0.015415153353322015,0.033697181785950936,0.011721210124714578,0.019076273192722898,0.04585007961869995,0.04378016323862203,0.034424351944093594,0.03464054941465993,0.040048805414131465,0.031005742779985718,0.01677368171885953,0.019339426719962978,0.014079812243908864,0.027300797253963168,0.014721564782545502,0.012198570384455565,0.021849510744011712,0.018250085450689197,0.02203128212096822,0.023121817078135626,0.0127250479981646,0.020339124803245855,0.02306084761896657,0.02109917245061399,0.02306188845306132,0.013138431466792097,0.017014486493248996,9.231773479757712e-05,0.04035298187327915,0.013822413729803631,0.05055363889110768,0.03637479098711696,0.03432263063383784,0.02259995441622782,0.0962636416390558,0.07576085857491587,0.0004730478124423112,0.03181250354891829,0.14588743949946878,0.23561780890445222,0.044062512147618534,0.012004334647176273,0.014107575241139052,0.028893441095268587,0.02368578171895223,0.16040775721996514,0.019047955613669294,0.02696246877985819,0.1386032607997396,0.032456087413933944,0.010439415131017522,0.005076939017076977,0.03636732363250377,0.0063978724711570845,0.03127375826248045
Electricity,0.026227761076339264,0.029276561216034547,0.03201615283530011,0.03645330530659948,0.03664832457116295,0.035021623744784285,0.03429512739340922,0.03733748437876828,0.03658958432255555,0.03783208596302985,0.03783141362419611,0.034055232267482555,0.0359831557417749,0.036848550941012026,0.03783990365600572,0.03756893889256563,0.0378402399733363,0.020079800404661625,0.019686268163270026,0.023973388553305244,0.0,0.0,0.0,0.0,0.0011097944058837913,0.00042772839971581437,0.0008373901812452985,0.003612238510362096,0.0036798143366402877,0.020816197320118537,0.011743022289351097,0.012185556732345922,0.06455775048941093,0.05225734928705226,0.05226933812564524,0.04875178316690442,0.049823231402850165,0.07837485042967475,0.09353254029475051,0.05996872584206591,0.017022256331542595,0.01609942947918978,0.015377697485450316,0.015639788296364147,0.006427065352952988,0.011249550771513697,0.012443253533412591,0.012875138129287261,0.015796111561112172,0.013190854583212624,0.019437546560715172,0.026320623415048556,0.01656034886654413,0.018114263750776113,0.0031476631748589847,0.03413270576322601,0.04346332277478736,0.049802408658022206,0.05022887990907943,0.049333430488094146,0.02018167996573234,0.03774465357592783,0.016432647585956656,0.02560500278408361,0.0247326681043117,0.04126372379190394,0.01375232493011987,0.01161457174131384,0.05609124557195279,0.04923518830960581,0.007787724764129605,0.015215829305628934,0.010874520408082993,0.009781993106045411,0.011083287279302422,0.01094551740095001,0.009406343023901843,0.0179527091686858,0.00966419405749292,0.02254983238547499,0.011341994680113406,0.0888816300495373,0.08608882168151845,0.060187073939547205,0.0572219725879298,0.057926286487307604,0.03287143554982765,0.012680870282089154,0.018050668676627912,0.014252461331657985,0.013614826590360085,0.010713444780474835,0.011138468763301188,0.013211553219425803,0.010239743895511742,0.01121541038477437,0.013952463642581616,0.009191521864832438,0.008714032354669398,0.009119959574369674,0.0030241976995644708,0.008868999290697002,0.007047177315532786,0.009491256128027429,0.009961067487085473,0.005482054522694981,0.008762260946392805,0.009934801346523001,0.00908969567538708,0.009934117512896353,0.005727329116761504,0.023500721088251582,0.0345892339559619,0.00036901384222976267,1.64079827626598e-05,0.02148257593602068,0.015633121062229513,0.013550266738564794,0.00433045835682497,0.10455626064656222,0.010294842227069119,0.024760014768321948,0.007183010618363523,0.003106185810411994,0.0005002501250625312,0.002926151862322075,0.06240753959632952,0.009207328679500857,0.0,0.0,0.00234057812584021,0.03332214251216266,4.190623061836834e-05,2.855091270130178e-06,0.00381312988345348,0.004713958934847035,0.008881503552601422,0.011939298140138967,0.016176743788277867,3.319931874997925e-05
Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011097944058837913,0.00042772839971581437,0.0008373901812452985,2.0524082445239182e-05,2.0908036003638e-05,0.00912806204593367,0.00032278591823709744,0.0004674313284210396,0.0033962152221629,0.01402958828701403,0.014032806943754063,0.013088445078459344,0.013376097969894668,0.008666013996156496,0.00016781021206338897,0.0019806321461227484,0.0002039250082227826,0.00019286963049911757,0.00018422335001247965,0.00018629323882718383,0.0007891418619321399,0.00013476854589086355,0.0001589871784433636,0.002719680293088019,0.003336692227204462,0.0023461026526146434,0.0001365780978395828,0.00018727627911179965,0.003498125923523264,0.003826367193274661,5.036261079774375e-05,0.0009342756896316851,0.0013313201203229087,0.0013631846246547042,0.0013748579366081575,0.0013503478192115272,0.0004978842244219849,0.001050606752391355,4.3981659647926815e-05,6.85312888165503e-05,8.035466831160526e-05,0.00048618498661548475,0.00015584179776679952,0.0005660504718913819,0.0006592429032104335,0.0005786633573629683,0.00018674764477582162,0.0002804769081840154,0.0014137580634748376,0.0006512123599723964,0.001465000544379318,0.001446789977270562,0.0012433402927639467,0.0005366106142053856,0.0012146108191727334,0.0014523358778587916,0.0008848592278459822,0.00015946584087366705,0.00015445515942512787,0.00031807903967789067,0.0003031990060414285,0.000306152706294994,0.0018408927217012714,0.0018915874856441355,0.002058908967705635,0.0005163888649552513,0.0004913221737417475,0.0003974514074557206,0.0006803254616636943,0.0010514627235452567,0.0008114414696514992,0.0009833522976729011,0.0009541552247056602,0.0008565755858112531,8.56792594639078e-05,0.0006454565555283733,0.00010200185058617874,0.000911522895971932,9.319882658976544e-05,0.002282222013163717,0.002395190603539275,0.0013181885875055846,0.002106931321544525,0.0023888747731176823,0.002185664709022958,0.0023873031508108767,0.0001287883294509828,0.0006806126284823559,4.346524029881439e-06,2.2720314341750396e-05,1.152908402358721e-07,1.2914296654095796e-05,0.00015328098147043685,5.497065614022229e-05,0.001450283699003155,0.005971434454615226,0.010639902805262254,0.029502030644268044,0.0013627846232468343,0.000309880769684807,0.0004446667778333611,0.00010857457665968304,0.0,0.0,0.0,0.0,0.0003437377867123283,5.889905879304048e-06,4.190623061836834e-05,2.855091270130178e-06,0.0,0.0,1.5698636416440867e-06,0.0,1.119199926686292e-06,3.319931874997925e-05
Water Supply,0.011261150263663693,0.012570182948423055,0.013746453877376066,0.015651589454013824,0.015735322916285585,0.015036882725887416,0.014724954286588854,0.01603122053890509,0.015710102205902892,0.01624358265188927,0.016243293976519198,0.014621952926590277,0.015449726058946452,0.015821292101038165,0.016246939256178147,0.01613059783807633,0.016247083657371403,0.00862146215847832,0.008452495173800964,0.010293212983075041,0.0,0.0,0.0,0.0,0.0011097944058837913,0.00042772839971581437,0.0008373901812452985,2.0524082445239182e-05,2.0908036003638e-05,0.007596729274141735,0.0009888830047085316,0.000971260751707024,0.031218484902414426,0.05225734928705226,0.05226933812564524,0.04875178316690442,0.049823231402850165,0.010297690271583452,0.00012721096720934324,0.002335462076605006,3.946935643021599e-05,3.732960590305501e-05,3.565613226047993e-05,8.245259090938765e-05,1.4088105983905953e-05,2.6084234688554238e-05,1.9477985358351855e-05,0.0001436019214637589,0.00017618078727029356,0.0001258663756061473,0.002607400049664763,0.0034685937628409504,0.00018470465275525282,0.00020203612997329182,0.0,8.58117740189837e-06,4.41978575037802e-05,1.2520639491662036e-05,1.2627857052658164e-05,1.2402735423297609e-05,2.2901827085357227e-05,1.4745359381397077e-05,0.0,0.0,3.7186746759850726e-07,5.583101163930668e-06,0.0,0.0,0.0,0.0,0.0006588364113830229,0.0009053406689083384,0.0002834971890438573,0.0005985909759629986,0.000275635097719533,0.00027220883862099,0.00023393044078343303,4.4967960277646556e-05,0.0002266099969607165,0.00020182219264599277,0.0006211991546566012,0.00012088539550100566,0.00011708697569324208,0.0,2.32176075747851e-08,6.337688393600348e-10,0.0,7.608363788682444e-07,5.448936246799606e-07,1.256154074699833e-05,1.1995155998388804e-05,9.402317364504562e-06,8.620336514003148e-06,9.03165774139078e-06,7.11798424802463e-06,2.1364409620564375e-06,3.0052009495018035e-06,1.798706517944966e-06,0.0,1.622216868911814e-06,0.0,6.366920884675122e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.898796440233117e-05,0.005560107446096758,0.0024608175830066158,7.821576904760248e-05,0.010951862428126614,6.369182728670976e-05,5.497065614022229e-05,0.0003310821347600254,0.008751240149005073,0.01125780198016624,0.025354208971755585,0.007183010618363523,0.0037775941447290755,0.0005002501250625312,0.0015843845631079675,0.02055077951232633,0.0030897670280248066,0.0,0.0,7.822095392564286e-06,0.006767501855320352,4.190623061836834e-05,2.855091270130178e-06,0.0,0.010093706633077324,0.0018037733242490558,0.0014138453284853157,1.119199926686292e-06,3.319931874997925e-05
Trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Repair & Maintenance of Motor Vehicle,0.029870077867034647,0.033342272741338226,0.03646231851090109,0.04151566978399865,0.04173777187655346,0.039885166913099894,0.03905778014064426,0.042522637083159766,0.041670874218201114,0.04308592526441363,0.04308515955615288,0.03878457016017758,0.040980229337153506,0.04196580419852779,0.04309482862056553,0.0427862342819325,0.04309521164315076,0.02286833404864429,0.0224201509704417,0.027302634820396667,0.008894441928602215,0.027324382762608738,0.017837057137230015,0.014296262906713859,0.0029719917988074414,0.0011454421551711639,0.0022425025192670707,0.0017240229254000914,0.001756275024305592,0.003490600525849765,0.004463132805011417,0.004444382164975922,0.0,0.0,0.0,0.0,0.0,0.008992349251241887,0.008504188488760776,0.006636310454334662,0.003387786426926872,0.0032041245066788886,0.003060484685691194,0.0032069167631568864,0.0014259516198705685,0.002238896810767572,0.0015330973340909914,0.0017249743005097868,0.002116317993429746,0.001744697978416911,0.011484976409237646,0.015367301166952344,0.002218708328828342,0.0024268974149230784,0.0017962664517861939,0.004339930471010101,0.005873751947878774,0.006332313422908075,0.006386538704381866,0.006272683440332765,0.0030025830604404826,0.00486350221810486,0.0052448129130152725,0.008172356191373624,0.005178497307753202,0.004489484085580293,0.0045210662637982625,0.004522132730785751,0.0030605815104869927,0.002686485305669042,0.003012900666491905,0.004211604450749682,0.004178925335756213,0.0037795129388733025,0.004258562259766785,0.004205626556694296,0.0036142253101040405,0.006589063257260686,0.003702769745263413,0.004915592505681479,0.004372985910290272,0.008081317290726805,0.007827388885705673,0.0009522614728244925,0.000919401889045364,0.0009168755980931002,0.006332494061217328,0.004034694119000528,0.004695499574006158,0.007876717780350982,0.007519102880650576,0.005934026048701713,0.006549158116254419,0.008087530146976739,0.00628135002401866,0.004386003090962615,0.0046581054885537765,0.003744422334719771,0.0023831476322273212,0.0031979458074022516,0.001064323394448796,0.004167225981586807,0.005176537800288015,0.00799416494483759,0.00838987120822434,0.004617349642646789,0.007380156888646803,0.008367748123851911,0.007655944118170493,0.008362895468442736,0.0008949045695510846,0.0028755877841080265,1.842337657431879e-05,0.0038408073789792767,0.0010797488703244448,0.027306791858482556,0.0018978963633832187,0.0014200752836224092,0.00938785792257956,0.0014507403455569906,0.004586898290585945,0.0072226324533874835,0.002285503378570212,0.002442155589658836,0.005669501417375354,0.006456836244070286,5.431240495329133e-05,0.0009605722708902336,0.00016484030784548746,0.0002764877243457459,0.002130281723897887,0.007450730937319621,0.0015756742712506495,0.0008122734663520356,0.002018862207832688,0.0,0.00198587750667977,0.00027902949514359233,0.0017899905726555458,0.00924601027186922
Hotels & Restaurant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8227761000038225e-05,3.823653118189118e-05,3.566333808844508e-05,3.64471334329555e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009140105261171949,1.1694578784253065e-05,0.0,1.2896518875773234e-06,1.3088251461957688e-06,0.0,0.059218284944123095,0.013878657441512232,0.0,0.0,0.0,0.0,0.032966458498373395,0.0759481394121846,0.006777125100151832,0.0,0.004299584466999787,0.0001407011151848345,0.011894664923254526,0.009873107933687581,0.0,0.007077527419508368,0.005206348167717697,0.0031703396243002334,0.0049117820923472565,0.026026205980562104,0.01913276739561304
Railway Transport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006997347779470684,0.0026968638083776767,0.005279816058021205,0.0021960768216405927,0.002237159852389266,0.013062271066913843,0.00018275006060270604,0.0003439179611851691,0.0016610310256866584,0.011506556061011506,0.011509195885749245,0.010734664764621968,0.010970587163319605,0.0072881540302404,0.0,0.001449351855915091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017421408685723715,0.0011636105890331801,0.001373612229919979,0.0009517630930320648,0.0009659129578924774,0.0023055792137998874,0.0,0.012663723219688033,0.004620869484954772,0.014238260178297655,0.022997579978751032,0.05647268078483686,0.005285303157643583,0.0,0.004382334323416273,0.0,0.0008494985153811323,0.000505613538310764,0.010322060053480346,0.0057914410714585045,0.0004396840556000474,0.0023778401720605646,0.00020611642306213757,0.002751186031981262,0.00024163378960888408,0.0003108427949776546,0.0010656981318743338
Land transport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029776348212102403,0.011476170453392104,0.022467604354428943,0.003314639314906128,0.0033766478145875367,0.014987614035132926,0.00018275006060270604,0.00037365522850569123,0.0016610310256866584,0.011774150388011774,0.011776851604022483,0.010984308131241084,0.011225717097350294,0.013887378077522753,0.0,0.0027617003025645764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006740060842760187,0.0014208913222867475,0.0027364510305856837,0.013565848205425866,0.013767531712833292,0.0093110852536497,0.004483255648527733,0.030744897517008277,0.005018921912497693,0.02075407415819658,0.06275085586117342,0.14340503585125897,0.01897642323174238,0.000512088389559604,0.0015670165156458189,0.0,0.0013744244847911716,0.029836464649819483,0.027170135821229575,0.0239033139447173,0.02622258577051062,0.0046418277142187,0.0013593868854336216,0.007241780978904173,0.00031498690431158103,0.0015116925302800788,0.009780519303743887
Air transport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004054556577858283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023634948222173945,0.04836946176966628,0.0,0.0,0.01512400205351419,0.0,0.0,0.013241913310863765,0.008377811553366709,0.009830880929595973,0.0,0.00016684237853946757,0.0,0.0
Water Transport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.201448249501963e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007038720339983473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6615242191918206e-05,3.544330026200778e-05,0.0,0.0,0.0,0.0
Supportive and Auxiliary transport activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004589658220943137,0.0017689106700111644,0.003463105156336489,0.0001180134740601253,0.00012022120702091849,0.010750428023290189,6.276264707567682e-05,0.0001176561446159789,0.0,0.05485683703505485,0.05486942224601384,0.05117689015691869,0.05230163647629114,0.0008520976105007433,0.0,0.00016945158514430168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002499726774448033,0.0006490491225260451,8.08007194070576e-06,0.0026721587110602146,0.002711885702917633,0.0006093830596307715,0.0007300499803448082,0.008702748768615216,0.00421704818165036,4.258701947646357e-05,0.002729902018651871,0.08832193874715136,0.0,0.007524854391028625,0.002846304010057236,0.0,3.205654775023141e-05,1.063232608449631e-05,0.0,0.0010895619960775767,0.0,0.0019585140925292145,0.0,0.0,3.8834001901427794e-05,4.44420626779971e-06,8.299829687494812e-05
